Sr No,Member Id,Unit Name,Contact Person,Chapter,Category
6302,10322, SAVITRI INDUSTRIES,Shri Anurag Malviya,Kanpur Dehat,HANDICRAFT &GIFTS
6303,10323,BADSHAH INTERNATIONAL P LTD ,SHRI VIRENDRA SINGH /  SHRI MAHENDRA SINGH,Kanpur Dehat,AGRO & FOOD PROCESSING
6304,10324,SHOBHAN CHEMICALS ,SHRI NARENDRA SINGH,Kanpur Dehat,CHEMICAL & PETROLEUM
6305,10325,PADAM ENTERPRISES ,MR. ARUN BHARDWAJ,Ghaziabad,SERVICE
6306,10326,B R D ORGANICS,SHRI SACHIN GARG,Kanpur Dehat,CHEMICAL & PETROLEUM
6307,10327,REHAL ENGINEERING COMPANY ,MR. KULDEEP SINGH,Ghaziabad,MACHINERY EQUIPMENTS
6308,10328,LAXMI OILS  & VANASPATI PVT LTD,SHRI SANJEEV DIXIT,Kanpur Dehat,BICYCLES / RICKSHAW & COMPONENTS
6309,10329,JAI DURGA FOOD PRODUCT ,MR. SANJAY AGARWAL,Ghaziabad,AGRO & FOOD PROCESSING
6310,10330,KANHA DETERGENT PVT LTD,SHRI BUNTY JI,Kanpur Dehat,SOAP & DETERGENT
6311,10331,PRIME AVIAN FEED INDIA PVT LTD,SHRI RAMESH JI,Kanpur Dehat,AGRO & FOOD PROCESSING
6312,10332,PACKLINE MACHINES ,MR. N. MEHROTRA,Ghaziabad,MACHINERY EQUIPMENTS
6313,10333,GANESHA ECOSPHERE LTD.,SHRI KK JAIN,Kanpur Dehat,
6314,10334,IMPECCABLE EDUCATIONAL TRAINERS PVT. LTD. ,MR. HARENDRA SINGH,Ghaziabad,SERVICE
6315,10335,ASHIRAWAD CARBONICS INDUSTRIES ,MR. J.P. KAUSHIK,Ghaziabad,ENGINEERING COMPONENTS & SUPPLIES
6316,10336,UNIQE PACKAGING ,S.K.GUPTA,Kanpur,
6317,10337,Ganga Aloj Pvt. Ltd ,Ram Prakash,Agra,MISCELLANEOUS
6318,10338,MIttal Industries ,B.K.Mittal,Agra,AUTOMOBILE & AUTO PARTS
6319,10339,Goyenka Industries ,G.D.Goyenka,Agra,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6320,10340,P.N.C.Infratech ,Ram Pratap Rajpal,Agra,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6321,10341,Naresh Ioran Foundery ,Naresh Chandra Agrawal,Agra,AGRO & FOOD PROCESSING
6322,10342,Pramod Kumar Agarwal ,Kapil Agarwal,Hapur,
6323,10343,Agarwal Marketting Agencies ,Agarwal,Hapur,
6324,10344,Diamond Offset Printers ,RAJ KUMAR,Hapur,
6325,10345,Mahender Motors ,Mahender,Hapur,
6326,10347,Axis Electronics ,Banmeet Singh Anand,Uttarakhand State Chapter,ELECTRICAL & ELECTRONICS
6327,10348,LUCKNOW POLYPLASTICS PRIVATE LIMITED,Ajay Kumar Chandani,Lucknow,FURNITURE & FURNISHINGS
6328,10349,MAHAVEER ENTERPRISES,Bhagwati Prasad Goyal,Lucknow,BICYCLES / RICKSHAW & COMPONENTS
6329,10350,ENDIRT CLEANING SOLUTIONS PVT. LTD. ,Shivendra Singh,Lucknow,SERVICE
6330,10351,Jagdish Organic ,Jagdish Arora,Bareilly,CHEMICAL & PETROLEUM
6331,10352,Shri Nath Medicity Hospital ,Dr. Vivek Mishra,Bareilly,
6332,10353,Pragati Associates ,Kishor kumar khandelwal,Bareilly,
6333,10354,Shivani Namkeen Products ,Kamal Arora,Meerut,AGRO & FOOD PROCESSING
6334,10355,Kapoor Industries ,Vinod Kapoor,Meerut,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6335,10356,Chinnamastika Trading Company ,Himanshu Pahuja,Head Office,MACHINERY EQUIPMENTS
6336,10357,Jyotipunj Solar ,Romi Rai,Head Office,Solar Energy
6337,10358,Streets Walker Emporium LLP ,Shivam Tandon,Noida,
6338,10359,VAANI EXPORTS,MR. SUNIL DUTT,Delhi,
6339,10360,Praveen Agrawal Associates  ,Praveen agarwal,Noida,
6340,10361,Hiratek International  ,Rashmi Joshi,Noida,GEMS & JEWELRY
6341,10362,Sahni Sports   ,Puneet Sahni,Meerut,SPORTS GOODS
6342,10363,M G Chemical ,Umashanker,Greater Noida,
6343,10364,Mobile Hospital Designer & Devloper Pvt.Ltd.,Tilak Lodh,Noida,AUTOMOBILE & AUTO PARTS
6344,10365,Monika Brick Field ,Raj Kumar Nilani,Bareilly,
6345,10366,CHARU WORLDWIEDE ,MOHIT CHAWLA,Delhi,HOUSEHOLD ITEMS
6346,10367,GOLD STAR ,VINAY SINGH YADAV,Kanpur,
6347,10368,STAR ENTERPRISES ,AKHIL AWASTHI,Kanpur,
6348,10369,ZENITH EXPORTS ,Wasiq Ahmed,Saharanpur,MACHINERY EQUIPMENTS
6349,10370,Krishna Spacecon Private Limited  ,Mohit Singh Raghav,Noida,
6350,10371,JAGSON TOOLS ,Sh. Avijeet Singh Chhabra,Saharanpur,ENGINEERING COMPONENTS & SUPPLIES
,,,,,
6351,10372,LOVEY NAILS INDUSTRIES  ,Smt. Alka Jain,Saharanpur,BUILDING & CONSTRUCTION MATERIALS
6352,10373,SWADESHI  FOOTCARE PVT.LTD. ,KAPIL RASTOGI,Kanpur,FOOTWEAR & LEATHER
6353,10374,M/S Shrei Balaji Metals ,Boski,Barabanki,HANDICRAFT &GIFTS
6354,10375,Omega Industries ,Sanjeev Garg,Meerut,CHEMICAL & PETROLEUM
6355,10376,S.K. Engineering Works ,Madhur Sharma,Meerut,MACHINERY EQUIPMENTS
6356,10377,S.R.V. Industries ,Sandeep Kr. Gupta,Meerut,ENGINEERING COMPONENTS & SUPPLIES
6357,10378,AWOKE INDIA CONSULTANTS PRIVATE LIMITED,Pravin kumar Dwivedi,Lucknow,SERVICE
6358,7263,PRGAYA SALES COROPORATION ,MANOJ SHARMA,Kanpur,ENGINEERING COMPONENTS & SUPPLIES
6359,10380,Laxmi Brick Field ,Shiv Kumar,Bareilly,
6360,10382,ALFA CORPUSCLES PVT LTD ,DR. ATUL SARDANA,Delhi,PHARMACEUTICAL & MEDICAL PRODUCTS
6361,10383,Shreenathji Dwelling LLP ,Sarvesh Agrawal,Varanasi,BICYCLES / RICKSHAW & COMPONENTS
6362,10384,B.R Pouch Packing Machines Pvt.Ltd ,Upin Chauhan,Noida,
6363,10385,Kavita Women Wear Pvt.ltd ,Suneet Kharbanda,Noida,
6364,10386,Tulip International ,Rajesh Goel,Noida,
6365,10387,Cdotnet infosystem Pvt.Ltd ,Kapil Garg,Noida,
6366,10388,Fashion Maker Group ,Rakesh Jain,Noida,
6367,10389,SWASTIK PIPE INDUSTRIES ,MR. NITIN GUPTA/ MRS. SWATI JAN,Ghaziabad,PLASTIC & PLASTIC PRODUCTS
6368,10390,BUTTER-FLY ,SALONI KHETRAPAL,Kanpur,TEXTILE & GARMENTS
6369,10391,VIDYA PACKAGERS ,SANJAY KR.GUPTA,Kanpur,
6370,10392,YUG ENTERPRISES PVT LTD ,ARCHA JAIN,Delhi,PHARMACEUTICAL & MEDICAL PRODUCTS
6371,10393,SK4 CREATIONS ,ADNAN ARSHI KHAN,Delhi,TEXTILE & GARMENTS
6372,10394,SAI TRADERS ,ASHISH OBEROI,Delhi,AUTOMOBILE & AUTO PARTS
6373,10395,L ARTISENPRODUCTS ,ASHISH MALHOTRA,Delhi,FOOTWEAR & LEATHER
6374,10396,Anu Books ,Vishal Mithal,Meerut,"PAPER, PRINTING & PUBLISHING"
6375,10397,Nutech Industries ,Tanuj Gupta,Meerut,PLASTIC & PLASTIC PRODUCTS
6376,10398,The Good Books Company ,Mr. Sanyam Gupta,Meerut,"PAPER, PRINTING & PUBLISHING"
6377,10399,Nalini Originals ,Mr. Siddharth Sharma,Greater Noida,MISCELLANEOUS
6378,10400,SUM OVERSEAS PVT LTD ,UMAKANT SHARMA,Delhi,AGRO & FOOD PROCESSING
6379,10401,D.M.W.EXPORTS PVT LTD ,PARVEEN DHINGRA,Delhi,ENGINEERING COMPONENTS & SUPPLIES
6380,10402,SHALINI EXPORTS ,PRABAT KUMAR BARANWAL,Delhi,HANDICRAFT &GIFTS
6381,10403,Mascot Institute of Management ,Sudhir Mehrotra,Bareilly,
6382,10404,Combine of Engineers ,Arun Kumar Natithani,Uttarakhand State Chapter,ENGINEERING COMPONENTS & SUPPLIES
6383,10405,Walsones Homeo Pharmaceuticals  ,K.C. Walia,Uttarakhand State Chapter,PHARMACEUTICAL & MEDICAL PRODUCTS
6384,10406,Walsons Ayurlife Formulations ,Himanshu Walia,Uttarakhand State Chapter,PHARMACEUTICAL & MEDICAL PRODUCTS
6385,10407,Alfa Packaging ,Rakesh Bhatia,Uttarakhand State Chapter,PACKAGING
6386,10408,E-Vision ,Mod. Latif,Uttarakhand State Chapter,SERVICE
6387,10409,Eco Bags ,Ramesh Kumar Sal,Uttarakhand State Chapter,"PAPER, PRINTING & PUBLISHING"
6388,10410,VINOVE KICHENWARES ,PARANAV AGGARWAL,Delhi,ENGINEERING COMPONENTS & SUPPLIES
6389,10411,GENESIS CRITICAL CARE FOUNDATION ,Dr. Krishna Pratap Mall,Lucknow,
6390,10412,OPT DECOR PRIVATE LIMITED,Satyendra Kumar Thakur,Lucknow,AGRO & FOOD PROCESSING
6391,10413,FILTECH TEXTILES ,MR. RAKESH LOHIA/ MRS. RAJNI LOHIA,Ghaziabad,HANDICRAFT &GIFTS
6392,10414,31 ENERGY SOLUTIONS PVT.LTD ,GAURAV GANGWAR,Kanpur,
6393,10415,MAYUR STRUCTURES ,SAMEER JINDAL,Kanpur,
6394,10416,CADMUS HEALTHCARE PRIVATE LIMITED,DR. SHILPI SAHAI,Lucknow,SERVICE
6395,10417,Noida Chemicals ,Sh. Jagdish Rai Karnani,Noida,CHEMICAL & PETROLEUM
6396,10418,A.K.H.INDUSTRIES ,ANURAG KHARBANDA,Kanpur,TEXTILE & GARMENTS
6397,10419, URAFYA PHARMACEUTICAL PRIVATE LIMITED,Pratyush Chaturvedi,Lucknow,PHARMACEUTICAL & MEDICAL PRODUCTS
6398,10420,ANKASH INDUSTRIES ,Ashima Birmani,Lucknow,CHEMICAL & PETROLEUM
6399,10421,Innowaves Design Services Pvt.Ltd ,Vivek Khurana,Noida,
6400,10422,Shakti Almirah  ,Aijaz Bhai,Unnao,METAL
,,,,,
6401,10423,UVS MAHILA GRAH UDYOG ,VANDANA MISHRA,Kanpur,
6402,10424,ECO THREADS PVT. LTD. ,VINOD TRIVEDI,Kanpur,GLASS & CERAMICS
6403,10425,SACHDEVA PLASTICS ,MADAN MOHAN SACHDEVA,Kanpur,
6404,10426,Kunta International ,Deepak Mittal,Noida,
6405,10427,MULTIVISION SYSTEMS PVT LTD,Sangeeta Bagga,Lucknow,FURNITURE & FURNISHINGS
6406,10428,N.U. INDIAN HERBAL RESEARCH LABORATORIES (P) LIMITED,Pradeep Agarwal,Lucknow,COSMETIC & PERFUMES
6407,10429,SRI SURYA NAMKEEN PVT.LTD. ,OM PRKASH TANWANI,Kanpur,AGRO & FOOD PROCESSING
6408,10430,D.S.INK INDUSTRIES ,DIVYA BHATT,Kanpur,
6409,10431,CHHABRA SALES CORP. ,SHUBHASH CHANDRA,Kanpur,
6410,10432,ORIGINAL FOODS ,Bipin Kumar Jain,Lucknow,AGRO & FOOD PROCESSING
6411,10433,CAIMAN SOLUTIONS PRIVATE LIMITED,Ashish Kumar,Lucknow,ELECTRICAL & ELECTRONICS
6412,10434,DIXON TECHNOLOGY PVT LTD ,SUNIL BACHANI,Delhi,ELECTRICAL & ELECTRONICS
6413,10435,RARE CHEM INDUSTRIES ,DINKAR SAXENA,Kanpur,
6414,10436,NEW OM ENGG.WORKS ,D.S.BHADAURIA,Kanpur,
6415,10437,JAINSONS ROTOPLAST PVT.LTD. ,ARUN KR.JAIN,Kanpur,PACKAGING
6416,10438,PRISH STORAGE (P.)LTD. ,RITESH SABHARWAL,Kanpur,
6417,10439,POONAM SPRING WORKS ,MR. RAHUL SINGH,Ghaziabad,ENGINEERING COMPONENTS & SUPPLIES
6418,10440,DG SALES ,MR. GURU BAKSH SINGH,Ghaziabad,AGRO & FOOD PROCESSING
6419,10441,FINE PAINTS PVT. LTD. ,MR. VAIBHAV GUPTA,Ghaziabad,PAINTS & VARNISHES
6420,10442,MEHRA SHOES ,PUNEET MEHRA,Kanpur,
6421,10443,JSR INDUSTRIES ,VINAY GUPTA/ VIVEK GUPTA,Kanpur,
6422,10445,GOEL METCAST & ENGINEERS,NITIN AGARWAL/ARPIT GUPTA,Kanpur,MACHINERY EQUIPMENTS
6423,10446,K.R.K.INDUSTRIES ,NIRMAL KR.RUPANI,Kanpur,PACKAGING
6424,10447,BANSI LAL BANARSI DAS ,GAUTAM GOEL,Kanpur,
6425,10448, PUNJAB & BENGAL ENGG.CORPORATION,KAMALJEET SINGH,Kanpur,ELECTRICAL & ELECTRONICS
6426,10449,Vishesh Apparels ,Rakesh Kapoor,Noida,
6427,10450,AMBER PRESS PRIVATE LIMITED,Wafa Abbas,Lucknow,"PAPER, PRINTING & PUBLISHING"
6428,10451,PEE VEE ENTERPRISES,Vijay Agrawal,Lucknow,FURNITURE & FURNISHINGS
6429,10452,SAI KRIPA TECHNOCRAFTS   ,Rakesh Ranjan Mishra,Lucknow,SERVICE
6430,10453,D.D. INDUSTRIES ,Saurabh Muglani,Lucknow,SOAP & DETERGENT
6431,10454,A.P. Enterprises ,Sanjay Tripathi,Jaunpur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6432,10455,A.K.BATTREY,AKHILESH AGARWAL,Kanpur,ELECTRICAL & ELECTRONICS
6433,10456,MARKO FOODS  ,NAMAN MANDHYAN,Kanpur,
6434,10457,SHRI HARI ICE INDUSTRIES ,MR. PAWAN GUPTA,Ghaziabad,MISCELLANEOUS
6435,10458,RAMNAGAR KHADI GRAMOUDYOG VIKAS SAMITI ,ABHISEK BANSAL,Varanasi,
6436,10459,JEET HOME SOLUTIONS PVT. LTD.  ,Jitendra Kumar,Varanasi,BUILDING & CONSTRUCTION MATERIALS
6437,10460,A Y K & Associates,CA Yogesh Garg,Noida,
6438,10461,AVARICE INDUSTRIES ,MR. ANKIT VERMA,Ghaziabad,CHEMICAL & PETROLEUM
6439,10462,THE AGRAWAL TUBEWELL CO. ,BIPIN AGRAWAL,Varanasi,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6440,10463,SNR GLASS SOLUTIONS PRIVATE LIMITED,VIJAY KUMAR MAURYA,Lucknow,SERVICE
6441,10464,MOHAN SONS ,MR. TARANJEET SINGH,Ghaziabad,AUTOMOBILE & AUTO PARTS
6442,10465,D R Engineering ,Mahesh Sharma,Greater Noida,
6443,10466,B K Enterprises ,Manoj Sharma,Greater Noida,
6444,10467,S.P. ENTERPRISES ,MR. TAJINDER SINGH,Ghaziabad,AUTOMOBILE & AUTO PARTS
6445,10468,ASHWANI FOODS ,MR. ASHWANI GARG,Ghaziabad,AGRO & FOOD PROCESSING
6446,10469,S. N. Packing Pvt.Ltd ,Manish Gupta,Noida,
6447,10470,Jai Shree Enterprises ,Sanjay Mudghl,Meerut,SPORTS GOODS
6448,10471,Amrish Electricals ,Siddharth Jain,Meerut,METAL
6449,10472,Shanker Industries ,Virender Kumar,Meerut,AUTOMOBILE & AUTO PARTS
6450,10473,Caliber Outsourcing Services ,Siddhartha Mukherjee,Greater Noida,
,,,,,
6451,10474,ANU VENTURES ,MRS. ARADHANA SINGH,Ghaziabad,ELECTRICAL & ELECTRONICS
6452,10475,MALIKA OVERSEAS ,S P S KOHLI,Delhi,HANDICRAFT &GIFTS
6453,10476,MERINO INTERNATIONAL ,SIDDHARTH HANDA,Delhi,SERVICE
6454,10477,SAI APPARELS ,SANJAY MEHRA,Delhi,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6455,10478,INDO CHEM ,PRADEEP BHARGAVA,Kanpur,
6456,10479,Kumar & Goel ,Sanjay Kumar Jain,Muzaffarnagar,MISCELLANEOUS
6457,10480,Magma Industries Limited   ,Dinesh Garg ,Muzaffarnagar,MISCELLANEOUS
6458,10481,Taneja Cold Storage (P) Ltd  ,Shyam Lal Taneja,Muzaffarnagar,MISCELLANEOUS
6459,10482,Ruchi Enterprises ,Tarun Kumar Rajput,Bijnor,SERVICE
6460,10483,Flexitron ,Mr. Narender,Noida,
6461,10484,Vikash Industries ,Suresh Chandra Vasisth,Meerut,
6462,10485,LEAYAN GLOBAL PVT.LTD. ,SANJAY TRIPATHI,Kanpur,
6463,10486,PROGRESS ENTERPRISES ,SANDEEP MEHROTRA,Moradabad,BUILDING & CONSTRUCTION MATERIALS
6464,10487,AGHWANPUR INDUSTRIES ,RAJESH CHAUDHARY,Moradabad,BUILDING & CONSTRUCTION MATERIALS
6465,10488,INTER LINKS , SHALABH AGARWAL,Moradabad,FURNITURE & FURNISHINGS
6466,10489,Meerut Metal Alloys ,Sanjay Kumar Gupta,Meerut,METAL
6467,10490,Om Industries  ,Lalit Mohan Kaushik,Meerut,
6468,10491,Sachin R. Gupta & Co.,Sachin Gupta,Meerut,
6469,10492,Kumar Paper ,Anilesh Kumar,Rampur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6470,10493,Electromec Engg. Ent. , Shalabh Raj Gupta,Rampur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6471,10494,S.K. Diesel Sale ,S.K. Agarwal,Rampur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6472,10495,Gunkar Plywood Pvt. Ltd. ,Sh Vaibhav Jian,Rampur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6473,10496,"M/s Kumar Enterprises, ",Sh. Vijay Agarwal,Rampur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6474,10497,M/s Sawati Menthal Pvt Ltd ,Sh. S.K. Gupta,Rampur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6475,10499,M/s Mentha Allied Products Ltd. ,Sh. Anand Nanda,Rampur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6476,10500,"M/s Khandelwal Packagings, ",Sh.Sanjay Khandelwal,Rampur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6477,10501,M/s Shriram Switch ,Sh. Anoop Khandelwal,Rampur,ELECTRICAL & ELECTRONICS
6478,10502,Parshvnath Wood Produets ,Jetender Jain,Rampur,WOOD  & WOOD PROUCTS
6479,10503,Hi Tech Developers ,Vikas Arora,Rampur,BUILDING & CONSTRUCTION MATERIALS
6480,10504,Fair Export India Pvt. Ltd. ,Zareef Bhai,Rampur,SERVICE
6481,10505,"M/s Kissan Tarai Seeds, ",Sh.Suresh Kumar,Rampur,SERVICE
6482,10506,"M/s Ambika Plywood, ",Sh. Virendra Jindal,Rampur,WOOD  & WOOD PROUCTS
6483,10507,M/s Jwala Kachri Udyog ,Sh. Mayank Jain,Rampur,AGRO & FOOD PROCESSING
6484,10508,M/s Rakesh Kumar ,Rakesh Kumar,Rampur,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6485,10509,QUALITY RUBBER PRODUCTS PVT.LTD. ,SUNIL KUMAR SINGH,Kanpur,
6486,10510,BAJORIA SALES CORPORATION ,AKHILESH BAJORIA,Kanpur,
6487,10512,NIRMAL FOODS ,PIYUSH GUPTA,Kanpur,
6488,10513,CRIMSON INKS PVT.LTD. ,AJIT KUMAR JAIN,Kanpur,
6489,10514,QUALITY PRINTS N PACK (INDIA) PVT.LTD. ,HEM KUMAR JAIN,Kanpur,PACKAGING
6490,10515,HINDUSTAN AGARBATTI UDYOG ,MAYANK GULATI,Kanpur,
6491,10516,SHRI KRISHNA PULVERISERS ,SHRI PRAKASH KHARE,Kanpur,
6492,10517,SINGHASINI ENGINEERING SYSTEMS,Mr.Sanjay Srivastav,Kanpur Dehat,AGRO CHEMICAL & FERTILISERS
6493,10518,GAJRAJ FABRICATORS ,Mr. Gajraj Singh,Kanpur Dehat,AGRO & FOOD PROCESSING
6494,10519,SWAROOP AGRO PRODUCTS PRIVATE LIMITED,Mr. Satyendra Gupta,Kanpur Dehat,FURNITURE & FURNISHINGS
6495,10520,SHUBHAM ENTERPRISES,Mr.BHEEKAM JAIN,Kanpur Dehat,AGRO & FOOD PROCESSING
6496,10521,FRONTIER SPRINGS LTD.,"Mr. Manu Bhatia, Mr. Kanpil Bhatia",Kanpur Dehat,AGRO & FOOD PROCESSING
6497,10522,KANPUR PACKAGERS PVT LTD ,Mr. Manoj Gupta,Kanpur Dehat,AGRO & FOOD PROCESSING
6498,10523,Bharat Metal ,Arvind Srivastava,Unnao,METAL
6499,10524,TECHNO PACK ,RANJIT JAISWAL,Varanasi,
6500,10525,Hazra Enterprises ,Momih Wasim,Unnao,METAL
,,,,,
6501,10526,Anandeshwar Gramodyog Sansthan ,Kushal Rathi,Unnao,SOAP & DETERGENT
6502,10527,MECPA ENTERPRISES ,NERAJ PARIKH,Varanasi,AGRICULTURE  IMPLEMENTS  &  MACHINERY
6503,10528,JAI TYRE RETREADING,Ram Datt Pandey,Lucknow,BICYCLES / RICKSHAW & COMPONENTS
6504,10529,Satya Infra  Promoters Pvt. Ltd. ,Naveen Kumar Jain,Lucknow,FURNITURE & FURNISHINGS
6505,10530,Maharaj Enterprises ,Mahadev Prasad,Lucknow,SERVICE
6506,10531,Bahar India Lucknow (Lucknow Times) ,Dr. Ashok Bahar,Lucknow,"PAPER, PRINTING & PUBLISHING"
6507,10532,PEESONS PRIVATE LTD ,RAVI PATODIA,Varanasi,TEXTILE & GARMENTS
6508,10533,JAI MAA AMBEY ENGG.WORKS ,AVNISH KR PURI/ RAJESH SINGH RATORE,Kanpur,
6509,10535,MHIMA AQUA PRODUCTS ,MAMTA VERJATIYA,Kanpur,
6510,10536,ARPAN FRAGRANCES ( P) LTD. ,ARVIND GUPTA,Kanpur,CHEMICAL & PETROLEUM
6511,10537,ARJUN INDUSTRIES ,KARAN SHAH,Kanpur,
6512,10538,SIKRIWAL FOOD PRODUCT PVT.LTD. ,SATYENDRA KUMAR SINGH,Varanasi,AGRO & FOOD PROCESSING
6513,10539,ABES INSTITUTE OF TECHNOLOGY GHAZIABAD ,MR. ASHU GOEL,Ghaziabad,SERVICE
6514,10540,URMI TECHNOLOGY ,MR. MANISH KAUSHIK,Ghaziabad,BUILDING & CONSTRUCTION MATERIALS
6515,10541,SHERYA ENGINEERS ,MR. VIVEK KUMAR,Ghaziabad,ENGINEERING COMPONENTS & SUPPLIES
6516,10542,REKHA DENTAL CLINIC AND IMPLANT CENTER,DR. GAURAV SAXENA,Ghaziabad,SERVICE
6517,10543,ARIHANT TECHNOMAC PVT. LTD. ,MR. MUKUL KUMAR JAIN,Ghaziabad,MACHINERY EQUIPMENTS
6518,10544,SHIVA INFOTECH SOLUTIONS ,MR. ARUN KUMAR GUPTA,Ghaziabad,ELECTRICAL & ELECTRONICS
6519,10545,S.M. ENTERPRISES ,MR. MANMEET GARG,Ghaziabad,ELECTRICAL & ELECTRONICS
6520,10546,Print O Perfect ,Pratibha Gautam,Lucknow,"PAPER, PRINTING & PUBLISHING"
6521,10547,Shiv Plast ,Akhilesh Kumar,Lucknow,BUILDING & CONSTRUCTION MATERIALS
6522,10548,Drugs Laboratories ,Sirajuddin Annand,Meerut,PHARMACEUTICAL & MEDICAL PRODUCTS
6523,10549,Uttam Industries  ,R.R. Gupta,Meerut,AGRO CHEMICAL & FERTILISERS
6524,10550,UVA & Associates,Umesh Kumar Vaish,Meerut,MISCELLANEOUS
6525,10551,Vardhman Drugs (P) Ltd. ,Manu Jain,Meerut,PHARMACEUTICAL & MEDICAL PRODUCTS
6526,10552,Uttar Bharat Solar Solutions (P) Ltd. ,Vaibhav Jain (Director),Meerut,Solar Energy
6527,10553,Amore International ,Aruna Gupta,Meerut,MISCELLANEOUS
6528,10554,S.R.INDUSTRIES ,JAY PRAKASH,Kanpur,
6529,10555,RESINEX INDIA ,GAUTAM BANSAL,Kanpur,PLASTIC & PLASTIC PRODUCTS
6530,10556,ACCURATE ENGG.WORKS ,GURDEEP SINGH,Kanpur,
6531,10557,CAWNPORE KAMBAL MANUFF. ,SANTOSH KUMAR AGARWAL,Kanpur,TEXTILE & GARMENTS
6532,10559,OMKAAR ENTERPRISES ,VIPUL JAISWAL,Kanpur,
6533,10560,M.A.PACKAGERS ,ANKUR AGARWAL,Kanpur,"PAPER, PRINTING & PUBLISHING"
6534,10561,Honey Estate Developers L.L.P.,Sachin Agarwal,Meerut,BUILDING & CONSTRUCTION MATERIALS
6535,10562,G S POLYMERS ,ASHISH GUPTA,Kanpur,PLASTIC & PLASTIC PRODUCTS
6536,10563,Libra Biotech Pvt. Ltd. ,Rajendra Kumar,Hapur,
6537,10564,Surya Agrimart India ,Pranav Arya,Hapur,
6538,10565,Shree Balaji Industries ,Naveen Agarwal,Hapur,HANDICRAFT &GIFTS
6539,10566,ABM Lab ,Sandeep,Hapur,
6540,10567,Shri Basdeo food Products ,Abhinav Gupta,Bareilly,
6541,10568,Jilling Estate LLP ,Nandini Lall,Bareilly,
6542,10569,Arora Light & Appliances,Neeraj Arora,Bareilly,ELECTRICAL & ELECTRONICS
6543,10570,Suresh Chand B.K.O,Bharat Wadhwani,Bareilly,BUILDING & CONSTRUCTION MATERIALS
6544,10571,TOP ONLINE SERVICES PVT. LTD. ,MR. AKSHIT GARG,Ghaziabad,SERVICE
6545,10572,Sagar Wire Industries ,Rahul Jain,Meerut,MISCELLANEOUS
6546,10573,Rahul Publication,Amit Gupta,Meerut,"PAPER, PRINTING & PUBLISHING"
6547,10574,Ankur Goel ,Ashok Sales Corporation,Hapur,MACHINERY EQUIPMENTS
6548,10575,Agarwal Poly Packs,DEEPANSHU AGARWAL,Hapur,
6549,10576,JAK REWEDIES PVT. LTD.,KAMAL CHUG,Hapur,CHEMICAL & PETROLEUM
6550,10577,S.K. TIMBER  ,SANJAY GOEL,Hapur,
,,,,,
6551,10578,Purlies Inc ,Anita Srivastava,Greater Noida,
6552,10579,KAMLESH KACHORI UDYOG ,SACHIN AGARWAL,Hapur,AGRO & FOOD PROCESSING
6553,10580,REENA ENTERPRISES ,ANMOL GOEL,Hapur,
6554,10581,MUDIT INDUSTRIES ,PUROSHATTAM,Hapur,
6555,10582,RIYANSHI INDUSTRIES ,ANKUSH JAIN,Hapur,
6556,10583,JAI PRAKASH AGARWAL ,GOPAL AGARWAL,Hapur,
6557,10584,SHREE MAHALAXMI TRADERS ,DEEPAK AGARWAL,Hapur,
6558,10585,RAC PAPER LTD. ,KAILASH CHAND GUPTA,Hapur,
6559,10586,Audoz Pvt.Ltd ,Ankit Shrivastava,Noida,
6560,10587,Everon Energy Systems Pvt. Ltd ,Ajay Sabharwal,Delhi,Solar Energy
6561,10588,Vin Corporation ,Aman Malhotra,Uttarakhand State Chapter,AUTOMOBILE & AUTO PARTS
6562,10589,SAIDHAM SUPER SERVICES SOLUTIONS (P) LTD. ,MR. SANJAY KUSHWAHA,Ghaziabad,SERVICE
6563,10590,CHITRAKALA PRINTS ,JAYKANT AGRAWAL,Varanasi,
6564,10591,URVARDHARA RASAYAN ,HARSHIT AGARWAL,Hapur,
6565,10592,SUDARSHAN ORGANICS PVT. LTD. ,SHISHIR KUMAR JI,Hapur,
6566,10593,KRISHNA SHARMA & CO.,Sharad Sharma,Lucknow,SERVICE
6567,10594,AKASH INDUSTRIES ,MR. DHARMENDER GUPTA,Ghaziabad,CHEMICAL & PETROLEUM
6568,10595,VERTEX LUBRICANTS ,MRS. POOJA GUPTA,Ghaziabad,CHEMICAL & PETROLEUM
6569,10596,SHANTI POLYMERS ,VASUDEV AGGARWAL,Hapur,
6570,10597,LAXMI SALES CORPORATION ,SAURABH AGARWAL,Hapur,
6571,10598,S.G. Industries ,Sanjay Kumar Jain,Meerut,
