Sr No,Member Id,Unit Name,Contact Person,Chapter,Category
4482,8090,Kiran Pharmacy ,Dr. Sushil Kumar Saini,Saharanpur,PHARMACEUTICAL & MEDICAL PRODUCTS
4483,8093,JAI DAYAL AND COMPANY PVT. LTD. ,AMIT TULSYAN,Varanasi,PLASTIC & PLASTIC PRODUCTS
4484,8094,Laxmi Print Point ,Laxmi Shukla,Noida,
4485,8095,M/S. Shanti Gopal Concast Ltd. ,Amit Chaudhary,Varanasi,METAL
4486,8096,Raman Agro Exports Pvt. Ltd. ,Sheshpal Garg,Varanasi,AGRO & FOOD PROCESSING
4487,8097,BANSAL INSTRUMENTATION,P.R. Bansal,Lucknow,ENGINEERING COMPONENTS & SUPPLIES
4488,8098,M/S Kisan Fodder Mills Pvt. Ltd. ,Narendra Singh,Varanasi,AGRO & FOOD PROCESSING
4489,8100,Unibera Infra Pojects Pvt. Ltd. ,parish gupta ,Noida,
4490,8101,A.K.System Pvt Ltd ,Kamal Kapoor,Noida,
4491,8103,SHIVA ENTERPRISES ,SHIVA ENTERPRISES,Noida,ELECTRICAL & ELECTRONICS
4492,8104,Govind Vastralaya ,Shrinarayan Khemka,Varanasi,TEXTILE & GARMENTS
4493,8105,Swastik Printing Press ,Jawahar Lal Bhargava,Lucknow,HANDICRAFT &GIFTS
4494,8106,SONU PRINTERS,Sachin Jindal,Lucknow,HANDICRAFT &GIFTS
4495,8107,M/S Resham Vastralaya Pvt. Ltd. ,Ashish Poddar,Varanasi,TEXTILE & GARMENTS
4496,8108,M/S Agarawal Aluminium Industries ,Pankaj Agarwal,Varanasi,METAL
4497,8109,S N STATIONERY PRIVATE LIMITED,Manoj Maheshwari,Lucknow,HANDICRAFT &GIFTS
4498,8110,KALCO KIT ,MR. NEERAJ SINGHAL,Ghaziabad,SERVICE
4499,8111,FINE TECH INDUSTRIES ,MR. GURDEV SINGH,Ghaziabad,AUTOMOBILE & AUTO PARTS
4500,8112,Cherry Clove ,Sanjeev Jain,Noida,
,,,,,
4501,8113,Super Plastronics Pvt. Ltd. ,Amandip Singh,Noida,PLASTIC & PLASTIC PRODUCTS
4502,8114,Rahul Motor ,S.S.Chauhan,Noida,SERVICE
4503,8115,Jaico Rubber Pvt. Ltd. ,Subhash Chandra Piplani,Varanasi,RUBBER & RUBBER PRODUCTS
4504,8116,AMIT EXPORTS ,HARSHAD TANNA,Varanasi,TEXTILE & GARMENTS
4505,8117,JAUHARI PRINTERS PVT. LTD. ,AKSHAY MITTAL,Varanasi,"PAPER, PRINTING & PUBLISHING"
4506,8119,M/ S. Jalan Synthetics ,Keshav Jalan,Varanasi,TEXTILE & GARMENTS
4507,8120,M/S. RAM K RAJ & Associates,Kaustubh Garg,Varanasi,SERVICE
4508,8121,RAJA INFRAESTATE PRIVATE LIMITED,Ajay Agarwal Neera Agarwal,Lucknow,FURNITURE & FURNISHINGS
4509,8122,M/S. Uday Autosales Pvt. Ltd. ,U. R. Singh,Varanasi,AUTOMOBILE & AUTO PARTS
4510,8123,AKASH ENTERPRISES ,MR. AKASH CHHABRA,Ghaziabad,
4511,8125,M/S. General Sales ,Ashok Kumar Agarwal,Varanasi,SERVICE
4512,8126,M/S. Ramjanaki Fertilizer ,Nitin Mittal,Varanasi,AGRO CHEMICAL & FERTILISERS
4513,8127,M/S. Mirzapur Metal Associates ,Manoj Khandelwal,Varanasi,METAL
4514,8128,Allied Exims ,Mr Arshad,Unnao,FOOTWEAR & LEATHER
4515,8130,MEWAT ENTERPRISES ,VIJAY KUMAR GUPTA,Kanpur,
4516,8131,TRISHUL POLYMERS PVT. LTD. ,Rajinder Kumar Gaba,Saharanpur,PLASTIC & PLASTIC PRODUCTS
4517,8132,GOPAL FOOD INDUSTRIES  ,Sh. Sachin Gupta,Saharanpur,AGRO & FOOD PROCESSING
4518,8134,Vertika Industries ,R K Gupta,Noida,
4519,8135,NCK RESIN CRAFT ,Chetan Aggarwal,Noida,
4520,8136,Shiv Overseas ,Anuj Mittal,Noida,
4521,8137,CREATIVE ROBOTICS PVT. LTD. ,MR. S.K. DIXIT,Ghaziabad,
4522,8138,SUPER TOOLS ENTERPRISES ,MR. B.D. SHARMA,Ghaziabad,
4523,8139,PREM CHAND INDUSTRY ,MR. ANIL TANEJA,Ghaziabad,MACHINERY EQUIPMENTS
4524,8140,Abhi Industrial Corporation ,Abhinav K. Mishra,Noida,
4525,8141,Magnum Engrs. India Pvt. Ltd. ,Manoj K. Mishra,Noida,MACHINERY EQUIPMENTS
4526,8142,Total Office Solution ,Paridhi Lohani,Noida,
4527,8143,Aegis Polyfoam ,Ankur Singh,Noida,
4528,8144,Divine Stores Limited ,Kulmani Gupta,Noida,
4529,8145,M/S. GURUKRIPA MANUFACTURING PRIVATE LIMITED ,ASHOK AGRAWAL,Varanasi,PACKAGING
4530,8146,M/S. GREENTECH HYDROCARBONS ,Naved Iqbal,Varanasi,BUILDING & CONSTRUCTION MATERIALS
4531,8147,M/S. DHANWANTI P.P. INDUSTRY ,Gangadhar,Varanasi,MISCELLANEOUS
4532,8148,Konark Gramodyog Sansthan ,Sh. Mukesh Dang,Saharanpur,SOAP & DETERGENT
4533,8149,Hari Om Jewellers  ,Sh. Hari Makkar,Saharanpur,GEMS & JEWELRY
4534,8151,The Royale Aroma ,Mr. Sajag Sachdeva,Saharanpur,SERVICE
4535,8153,ABLAZE MERCHANDISING PVT LTD ,MANU ARORA,Moradabad,HANDICRAFT &GIFTS
4536,8155,NeOz Energy Pvt. Ltd. ,Mr. A. Kannan Pillai,Ghaziabad,MACHINERY EQUIPMENTS
4537,8156,M/S. Sangita Packaging ,Prince Verma,Varanasi,PACKAGING
4538,8157,M/S. U.P. Packaging Industry ,Pradeep Jaiswal,Varanasi,PACKAGING
4539,8158,M/S. Multi Pack ,Md. Sadiq,Varanasi,PACKAGING
4540,8159,M/S. J.M.D. Packs ,Rajesh Kumar Jaiswal,Varanasi,PACKAGING
4541,8160,M/S. Pack Sol ,Sanjay Lakhmani,Varanasi,PACKAGING
4542,8161,Sri Welkin Apex ,Shree Agrawal,Varanasi,SPORTS GOODS
4543,8162,SKY INFOTECH ,Kamal Raj,Noida,
4544,8163,Anupama Printing Solution ,Tarun Katyal,Noida,
4545,8165,Laxmi Electrical Engineers ,Dalip Kumar,Varanasi,BUILDING & CONSTRUCTION MATERIALS
4546,8166,SHREE TIRUPATI BALAJI INDUSTRIES PVT. LTD. ,Lokesh Agrawal,Varanasi,PACKAGING
4547,8167,MAYA FAN INDUSTRIES ,Sunil Gupta,Varanasi,BUILDING & CONSTRUCTION MATERIALS
4548,8168,SAI AUTOMATION TECHNOLOGIES ,MR. DINESH AGGARWAL,Ghaziabad,ELECTRICAL & ELECTRONICS
4549,8170,AMIT & COMPANY,RANJAN YADAV,Varanasi,MUSICAL INSTRUMENTS
4550,8171,M. P. BISCUITS PVT. LTD. ,ANUJ KUMAR DIDWANIA,Varanasi,AGRO & FOOD PROCESSING
,,,,,
4551,8172,NOTIONAL CHEMICAL & DYES CO.,D.R. BHANSALI,Varanasi,CHEMICAL & PETROLEUM
4552,8173,SHIVA PRESS ,AJAY VERMA,Varanasi,MISCELLANEOUS
4553,8174,DWIVEDI GUPTA & CO.,SURENDRA KUMAR DWIVEDI,Varanasi,SERVICE
4554,8175,ANNAPURNA INDUSTRIES ,ANJANI KUMAR AGRAWAL,Varanasi,SPORTS GOODS
4555,8176,ITSOFT Communication ,Hemant Kr.Das,Noida,INFORMATION TECHNOLOGY & TELECOM  PRODUCTS
4556,8177,Balaji Enterprises ,Vishal Jain,Noida,
4557,8178,SHRI DEENANATH SRINATH MILLS ,ANAND KUMAR AGRAWAL,Varanasi,AGRO & FOOD PROCESSING
4558,8180,DURGA FLOUR MILLS ,SATISH KUMAR SINGH,Varanasi,AGRO & FOOD PROCESSING
4559,8182,PATODIA EXPORTS ,RAVI PATODIA,Varanasi,TEXTILE & GARMENTS
4560,8184,RK STAMPINGS ,MR. SANJAY GOEL,Ghaziabad,ELECTRICAL & ELECTRONICS
4561,8185,HARVEST HOME APPLIANCES ,MR. MOHIT TYAGI,Ghaziabad,
4562,8186,EssGee Leather Goods  ,Rohit K. Gupta,Farrukhabad,FOOTWEAR & LEATHER
4563,8187,Roop Laxmi Engineering (P) Ltd.  ,Amit Jain,Meerut,
4564,8188,ADITYA PUMP INDUSTRIES ,A. K. SINGH,Varanasi,MACHINERY EQUIPMENTS
4565,8189,Balbir Hydraulic Machines Pvt. Ltd ,Mr. Balbir Singh,Kanpur,AGRO & FOOD PROCESSING
4566,8190,KANPUR COMPANY ,TARUN KUMAR JAIN,Kanpur,MACHINERY EQUIPMENTS
4567,8191,Shri Anandpur Traders ,Mahesh Dhameja,Kanpur,AGRO & FOOD PROCESSING
4568,8192,LAXMI ENTERPRISES,Kamal Gupta,Lucknow,HANDICRAFT &GIFTS
4569,8194,V K SOAP AND DETERGENTS LLP,Manny Mehta,Lucknow,SOAP & DETERGENT
4570,8195,Agarwal Associates ,Davesh Kumar Agarwal (Bobby),Bareilly,ELECTRICAL & ELECTRONICS
4571,8196,DIVYANSH OFFSET PRINTERS ,KAMLESH KUMAR SINGH,Varanasi,MISCELLANEOUS
4572,8200,Simplex Pharma ,Sh. Ashok Kumar Gulati,Saharanpur,PHARMACEUTICAL & MEDICAL PRODUCTS
4573,8205,Vijay Lakshmi Industries  ,Sanjay Kr. Sachdeva,Meerut,CHEMICAL & PETROLEUM
4574,8206,PLASTIC BHANDAR ,ANANT AGRAWAL,Varanasi,PLASTIC & PLASTIC PRODUCTS
4575,8207,Trancy India ,Arpit Jain,Meerut,PACKAGING
4576,8208,Shalimar Exports  ,Shantanu Shaikher,Meerut,
4577,8209,UNIVERSAL ELECTRONICS ,MR. ANUJ KUMAR GUPTA,Ghaziabad,
4578,8210,Swami & Co. ,Ankit Sehgal,Meerut,
4579,8211,Paras Glass Works  ,Amit Jain,Meerut,GLASS & CERAMICS
4580,8212,Precision Engineering Works  ,Prem Kumar,Meerut,MACHINERY EQUIPMENTS
4581,8214,SANGAM MACHINERY STORE ,MR. TANUJ ARORA / MR. ARUN KUMAR,Ghaziabad,
4582,8215,Khurja Pottery Manufacturers Association ,"V.K. Gupta, D.K. Singh,",Head Office,
4583,8216,Generous Products  ,Harpal Singh Sethi,Meerut,AUTOMOBILE & AUTO PARTS
4584,8217,JAI SHREE INDUSTRIES ,RAKESH SHARMA,Varanasi,BUILDING & CONSTRUCTION MATERIALS
4585,8218,Sushil Dal & Oil Mill,Sushil Goel,Bareilly,AGRO & FOOD PROCESSING
4586,8219,Shree Dev Motors  ,Sanjiv Gupta,Meerut,SERVICE
4587,8220,Goel Dal Mill ,Rajendra Goel,Bareilly,AGRO & FOOD PROCESSING
4588,8221,A.K. Enterprises ,Anil Kumar Wadhwani,Bareilly,GLASS & CERAMICS
4589,8222,Jay Kay Aroma ,Jayesh Haswani,Bareilly,COSMETIC & PERFUMES
4590,8223,Dinesh Brick Field ,Dinesh Kumar Wadhwani,Bareilly,GLASS & CERAMICS
4591,8224,Vishnu Engineering Company ,Vivek Sharma,Bareilly,ELECTRICAL & ELECTRONICS
4592,8225,Anand Filling Station ,Sourabh Gupta,Bareilly,CHEMICAL & PETROLEUM
4593,8226,Agarwal Iron &Hardware Store,Ashish Goel,Bareilly,BUILDING & CONSTRUCTION MATERIALS
4594,8227,Om Energy Station ,Nitish Agarwal,Bareilly,SERVICE
4595,8228,Oriental Furniture House ,P.P Garg,Bareilly,FURNITURE & FURNISHINGS
4596,8229,Goel Furnitures ,Pradeep Goel,Bareilly,FURNITURE & FURNISHINGS
4597,8230,Gayatri Brick Field ,"Abhimanyu Khatwani, Nirmal Kumar",Bareilly,GLASS & CERAMICS
4598,8231,Pashupati Viniar ,Roshan Agarwal,Bareilly,WOOD  & WOOD PROUCTS
4599,8232,Vardhman Industries    ,Sanjeev Jain/ Mukesh Jain,Meerut,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4600,8233,Raja Enterprises ,Nasir Husain,Bareilly,SERVICE
,,,,,
4601,8234,Nirmal Foods ,Harsh Khandelwal,Bareilly,AGRO & FOOD PROCESSING
4602,8235,goodluck Steel Tube Pvt. Ltd ,Nitin Garg,Sikandrabad,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4603,8236,Kanodia Cement Limited ,Gautam Kanodia,Sikandrabad,
4604,8237,Orient Bell Limited ,S.P. Sharma,Sikandrabad,HANDICRAFT &GIFTS
4605,8239,Muskan Enterprises ,Rajeev ji,Sikandrabad,
4606,8241,Vishal LPG Industries ,Shri Rakesh Singhal,Sikandrabad,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4607,8242,Bihari ji Containers Pvt. Ltd. ,N.K. mishra,Sikandrabad,AGRICULTURE  IMPLEMENTS  &  MACHINERY
4608,8243,Balaji Cylinder ,Mishra ji,Sikandrabad,
4609,8244,Tirupati Container Pvt. Ltd. Unit - II ,"Industrial Area, Sikandrabad",Sikandrabad,
4610,8245,Saini alloyes Pvt. Ltd ,saini,Sikandrabad,
4611,8246,Crop Growth India Pvt. Ltd. ,P.K. Jain,Sikandrabad,
4612,8247,Anmol Petroleum Product ,Shri Kishan Goel,Meerut,BICYCLES / RICKSHAW & COMPONENTS
4613,8249,Bhavna Kohli ,Rajeev  Kohli,Noida,
4614,8251,E SQUARE SWITCHGEARS ,MR. S. ANAND,Ghaziabad,ELECTRICAL & ELECTRONICS
4615,8252,S.V. Paints ,Mr. Satish Kumar,Bareilly,PAINTS & VARNISHES
4616,8253,D. S. PRODUCTS ,RAJESH DAROLIA,Varanasi,SPORTS GOODS
4617,8255,Sharad Enterprises ,Shashank Agarwal,Bareilly,BUILDING & CONSTRUCTION MATERIALS
4618,8256,THE DIAMOND PRODUCT CO ,ASHWANI TALREJA,Kanpur,AGRO & FOOD PROCESSING
4619,8257,BAJRANG TRADERS ,MAHESH CHANDRA DWIVEDI,Kanpur,TEXTILE & GARMENTS
4620,8261,Harsh Cold Storage ,Rahul Singh,Noida,AGRO & FOOD PROCESSING
4621,8262,Vinayak Industries  ,Ankur Gupta,Noida,MISCELLANEOUS
4622,8263,AYURVED SEVA SADAN ,PRAVIN AGRAWAL,Firozabad,PHARMACEUTICAL & MEDICAL PRODUCTS
4623,8264,SHRI AYURVED SEVA SADAN PVT. LTD. ,VIJAY GOYAL,Firozabad,PHARMACEUTICAL & MEDICAL PRODUCTS
4624,8265,OM GLASS WORKS PVT. LTD. ,PRADEEP KUMAR GUTPA,Firozabad,GLASS & CERAMICS
4625,8266,ADVANCE LAMP COMPONENT ,S.C. BANSAL,Firozabad,GLASS & CERAMICS
4626,8272,VERSHA CREATIONS ,YASHOVARDHAN KHEMKA,Delhi,TEXTILE & GARMENTS
4627,8273,DEE MARK HEALTH CARE PVT. LTD ,DARSHAN SINGH ,Delhi,PHARMACEUTICAL & MEDICAL PRODUCTS
4628,8274,VINOVE KITCHENWARES ,"MUKESH BANSAL, ROSHAN LAL AGGARWAL",Delhi,ENGINEERING COMPONENTS & SUPPLIES
4629,8275,LEGENDS THE MECHANTS GROUP ,RAM C. PAHUJA,Delhi,"PAPER, PRINTING & PUBLISHING"
4630,8276,AASAN ,GOPAL AGGARWAL,Delhi,TEXTILE & GARMENTS
4631,8277,SUNTEC ENTERPRISES ,VIVEK GUPTA,Delhi,ELECTRICAL & ELECTRONICS
4632,8278,Modern Glass Industires ,Ashish Bansal,Firozabad,GLASS & CERAMICS
4633,8279,Aadrash Kanch Udyog ,S.C. Bansal,Firozabad,GLASS & CERAMICS
4634,8280,Pankaj Glass Works ,Suresh Chandra Agarwal,Firozabad,GLASS & CERAMICS
4635,8281,Kwality Glass Works ,Sanjay Agarwal,Firozabad,GLASS & CERAMICS
4636,8282,Mateshwari Glass Works ,Rajkumar Mittal,Firozabad,GLASS & CERAMICS
4637,8283,Rachna Industries ,Shivnarayan Jain,Firozabad,GLASS & CERAMICS
4638,8284,Vaibhav Glass Industires ,Rishi Jindal,Firozabad,GLASS & CERAMICS
4639,8285,Mittal Ciramic ,Rajkumar Mittal,Firozabad,GLASS & CERAMICS
4640,8286,Industrial & Building Glass Industries,Rajkumar Mittal,Firozabad,GLASS & CERAMICS
4641,8287,General Traders ,Abhishek Mittal,Firozabad,GLASS & CERAMICS
4642,8288,Geeta Glass Works ,Anurag Mittal,Firozabad,GLASS & CERAMICS
4643,8289,Orintal Glass Works ,Parag Gupta,Firozabad,GLASS & CERAMICS
4644,8290,Advance Glass Works ,Anurag Mittal,Firozabad,GLASS & CERAMICS
4645,8291,Farukhi Glass Industires ,Sanjeev Prakash Mittal,Firozabad,GLASS & CERAMICS
4646,8292,Nanumal Glass Works ,Sanjay Prakash Mittal,Firozabad,GLASS & CERAMICS
4647,8293,Paras Glass Ware Pvt. Ltd. ,Sagar Mittal,Firozabad,GLASS & CERAMICS
4648,8294,Choice Glass Industries ,Hemant Agarwal,Firozabad,GLASS & CERAMICS
4649,8295,Nanumal Virendra Kumar Mittal Glass Industires ,Vinay Kumar Goyal,Firozabad,GLASS & CERAMICS
4650,8296,Trimurti Sheetgrah Pvt. Ltd. ,M.K. Zadon,Firozabad,AGRO & FOOD PROCESSING
,,,,,
4651,8297,Brij Fertilizers Pvt. Ltd. ,Rajkumar Yadav,Firozabad,AGRO CHEMICAL & FERTILISERS
4652,8298,Fairdeel Tea Company ,Sanjeev Agarwal,Firozabad,PACKAGING
4653,8299,Lala Lajpatrai Vikas Sewa Samiti ,Govind Prasad,Firozabad,SOAP & DETERGENT
4654,8300,KARTIK ENTERPRISES ,MR. P.K. RANA,Ghaziabad,
4655,8302,Krishna Paper Corogaters ,Neelu Agarwal,Firozabad,"PAPER, PRINTING & PUBLISHING"
4656,8303,Sri Madhuresh Ji Industires ,Harikishan Bhagat,Firozabad,CHEMICAL & PETROLEUM
4657,8304,Prakhar Industries ,Priti Gupta,Firozabad,MISCELLANEOUS
4658,8305,Sarswati Dall Mill ,Shailendra Agarwal,Firozabad,AGRO & FOOD PROCESSING
4659,8306,Brahma H.P. Filling Station ,Piyush Pratap Singh,Firozabad,SERVICE
4660,8307,R.D. Ice & Cold Storage Pvt. Ltd.,Raghuvendra Singh,Firozabad,AGRO & FOOD PROCESSING
4661,8308,Choumukhi Cold Storage Pvt. Ltd. ,Diwesh Chandra Rathor,Firozabad,AGRO & FOOD PROCESSING
4662,8309,Goverdhan Seetgrah Pvt. Ltd. ,Awadesh Kumar,Firozabad,AGRO & FOOD PROCESSING
4663,8310,Satyadev Cold Storage Pvt. Ltd. ,Mukul Kumar Singh,Firozabad,AGRO & FOOD PROCESSING
4664,8311,Shanti Devi Cold Storag ,Gopal Singh,Firozabad,AGRO & FOOD PROCESSING
4665,8312,P.R.T. Impex ,Rajesh Tikmani,Head Office,BUILDING & CONSTRUCTION MATERIALS
4666,8313,S.N. Glass Decoretors ,Amar Singh Yadav,Firozabad,GLASS & CERAMICS
4667,8314,Soap  Audyogic Utpadan Sahkari Samiti Ltd. ,Rajiv Agarwal,Firozabad,SOAP & DETERGENT
4668,8315,Akarshan Enterprises ,Chakesh Kumar Jain,Firozabad,GLASS & CERAMICS
4669,8316,Akshar Ayurved ,Prashant Jain,Firozabad,PHARMACEUTICAL & MEDICAL PRODUCTS
4670,8317,Kadri Glass Workds ,Rahul Jain,Firozabad,GLASS & CERAMICS
4671,8318,Shyam Glass Works ,Vipul Bansal,Firozabad,GLASS & CERAMICS
4672,8319,Varun Packagers ,Varun,Firozabad,PACKAGING
4673,8320,Neha Restaurent  ,Anil Mathur,Firozabad,SERVICE
4674,8321,Firozabad Glass Cell Industires ,Ramkishor Gupta,Firozabad,GLASS & CERAMICS
4675,8322,Tiger & Sons,Dharmendra Mohan Gupta,Firozabad,GLASS & CERAMICS
4676,8323,Transparent Overseas ,Mukesh Bansal,Firozabad,GLASS & CERAMICS
4677,8324,Akashdeep Glass Industires ,Vikas Mittal,Firozabad,GLASS & CERAMICS
4678,8325,Jagdamba Glass Works ,P.K. Garg,Firozabad,GLASS & CERAMICS
4679,8326,Girdhari Lal Manohar Lal Glass Works ,Deepak Gupta,Firozabad,GLASS & CERAMICS
4680,8327,Crown Overseas ,Naved Mukaram,Firozabad,GLASS & CERAMICS
4681,8328,Pooja Glass Works Pvt. Ltd. ,Santosh Agarwal,Firozabad,GLASS & CERAMICS
4682,8329,Bajrang Glass Emporium ,Hemant Agarwal,Firozabad,GLASS & CERAMICS
4683,8330,Alok Glass Works ,Mohit Agarwal,Firozabad,GLASS & CERAMICS
4684,8331,Prizm Holography ,Boby Gupta,Greater Noida,PACKAGING
4685,8332,E-Tax Services ,Rumit Agrawal (Tax Advocate),Greater Noida,SERVICE
4686,8333,Accumech Building Systems Pvt. Ltd. ,Anuj Bhardwaj,Greater Noida,
4687,8334,Kumar Motors ,S.Kumar,Greater Noida,
4688,8335,Divit Fresh Foods Pvt. Ltd. ,Deepak Kumar Singh,Greater Noida,
4689,8336,Tiwari Extrausion Pvt. Ltd. ,"I-131/108, Site-C, Surajpur",Greater Noida,
4690,8337,Sugon Aqua ,Sunil Verma,Greater Noida,
4691,8338,Sarvoday Industries  ,Deepak Singh,Greater Noida,
4692,8339,TAYAL PIPE INDUSTRIES ,SUSHIL KUMAR AGARWAL,Chaubeypur,CEMENT & CEMENT PRODUCTS
4693,8341,Omega Molds Pvt. Ltd. ,Mr. Rajkumar,Greater Noida,
4694,8342,Kay Pee Industries ,Amit Chauhan,Greater Noida,
4695,8343,Rimjhim Stainless Limited ,Yogesh Agarwal,Unnao,METAL
4696,8344,SATYA CHANDRA FLOUR MILLS PVT LTD ,TUSHAR  AGARWAL,Moradabad,AGRO & FOOD PROCESSING
4697,8345,Gora-G-Food Products  ,Smt. Richa Gupta,Saharanpur,AGRO & FOOD PROCESSING
4698,8346,Green Packaging Industry ,Sh. Anshul Gupta,Saharanpur,PACKAGING
4699,8348,Neeraj Enterprises  ,Sh. Neeraj Dawra,Saharanpur,AGRO & FOOD PROCESSING
4700,8349,Vikas Wood Industires ,Ateek Khan,Amethi,WOOD  & WOOD PROUCTS
,,,,,
4701,8350,Fine Job Works ,A. Khan,Amethi,ENGINEERING COMPONENTS & SUPPLIES
4702,8351,Krishna Galvanising Works ,A.K. Shukla,Amethi,METAL
4703,8352,Noor Food Industries ,Noor Moh.,Amethi,AGRO & FOOD PROCESSING
4704,8353,Hadi Industires ,Sarika Khan,Amethi,MISCELLANEOUS
4705,8355,KAPS DEVELOPERS PRIVATE LIMITED,Pranav Agarwal,Lucknow,BUILDING & CONSTRUCTION MATERIALS
4706,8356,STM & Associates,CA Tanmay Singhal,Meerut,
4707,8357,SAPNA ENTERPRISES/S.S.A. INDUSTRIES,MR. AKSHAY GUPTA,Ghaziabad,
4708,8358,FORTUNE MACHINES (P) LTD. ,MR. PANKAJ VOHRA,Ghaziabad,ENGINEERING COMPONENTS & SUPPLIES
4709,8359,SOLAR WORLD ,MR. RISHI VERMA,Ghaziabad,Solar Energy
4710,8360,CHEMFIL INDIA ,MR. NIKHIL JAIN,Ghaziabad,
4711,8362,PCL FOODS PVT. LTD. ,ASHWANI SHUKLA,Delhi,AGRO & FOOD PROCESSING
4712,8363,MLM INDIA LTD. ,"RAJKUMAR JAIN, VINAY JAIN",Delhi,"PAPER, PRINTING & PUBLISHING"
4713,8364,SHAH JI KNITWEARS,Neelam Arora,Saharanpur,TEXTILE & GARMENTS
4714,8365,Shri Nath Ji Handicrafts ,Sh. Deepak Sharma,Saharanpur,FURNITURE & FURNISHINGS
4715,8366,Kumar Printers & Stationers,Ravi Kumar,Saharanpur,"PAPER, PRINTING & PUBLISHING"
4716,8367,Royal Herbal ,Ashraf Bilal,Head Office,PHARMACEUTICAL & MEDICAL PRODUCTS
4717,8368,Fine Cloth House ,Sandeep Juneja,Bareilly,HANDICRAFT &GIFTS
4718,8369,Agarwal & Sons Huf,MR. HEMANT KUMAR AGARWAL,Ghaziabad,ELECTRICAL & ELECTRONICS
4719,8372,S.B. PTFE Wire Ind ,R.K. Bhargava,Meerut,
4720,8374,Lucky Brick Field ,Laxman Das,Bareilly,GLASS & CERAMICS
4721,8375,M/s Modern Industries ,Sandeep Maheshwari,Bareilly,AGRO & FOOD PROCESSING
4722,8376,A.K. Namkeen (P) Ltd. ,Mr. Anil Parchani,Bareilly,AGRO & FOOD PROCESSING
4723,8382,BRASS DESIGNER,NIKHIL KHANNA,Moradabad,METAL
4724,8386,"SANJAY JAIN & COMPANY,",MR. SANJAY JAIN,Ghaziabad,
4725,8388,BEHARI TIMBER MART ,KISHAN BEHARI GUPTA,Kanpur,HANDICRAFT &GIFTS
4726,8389,GOVIND MASTER PACK ,VIDUSHI GUPTA,Kanpur,HANDICRAFT &GIFTS
4727,8391,MANCHANDA COMPONY,HAR PRAKAS MANCHANDA,Kanpur,ELECTRICAL & ELECTRONICS
4728,8392,MIRZAPUR METALLURGY LTD. ,Mohan Agarwal/ Vishwanath Prasad Agarwal,Mirzapur,METAL
4729,8395,Arihant Publications (P) Ltd. ,Reetesh Jain,Meerut,MISCELLANEOUS
4730,8397,STEEL SHAPE INDIA ,na,Ghaziabad,ENGINEERING COMPONENTS & SUPPLIES
4731,8398,Bhawani Printer & Packers,Sh. Amit Chaudhary,Saharanpur,"PAPER, PRINTING & PUBLISHING"
4732,8400,Hunt  Automotives  Pvt  Ltd ,Pradeep Juneja,Greater Noida,
4733,8403,Vision India Staffing ,Khushboo Singh,Delhi,SERVICE
4734,8405,Gupta Textile ,Ishwar Das Gupta,Modinagar,TEXTILE & GARMENTS
4735,8408,S.K.Enterprises ,Rajiev Sharma,Modinagar,PLASTIC & PLASTIC PRODUCTS
4736,8410,S.N. Garments ,Rahul Vishnoi,Modinagar,TEXTILE & GARMENTS
4737,8413,J.S. Enterprises ,Amit Nehra,Modinagar,ENGINEERING COMPONENTS & SUPPLIES
4738,8414,Shri Nirmala Tools ,B.R.Gupta,Greater Noida,
4739,8415,Shubham Enterprises ,K.G.Rastogi,Greater Noida,
4740,8416,Vinayak Foundery ,Amit Maheshwar,Modinagar,CEMENT & CEMENT PRODUCTS
4741,8418,Bhagwati Plastic ,Rajesh Mittal,Modinagar,PLASTIC & PLASTIC PRODUCTS
4742,8420,Shri Sai International ,Manoj Kumar,Modinagar,PLASTIC & PLASTIC PRODUCTS
4743,8425,Best Locks ,Pramod Aggarwal,Modinagar,MISCELLANEOUS
4744,8427,Durga Paints ,Yogender Kumar,Modinagar,BICYCLES / RICKSHAW & COMPONENTS
4745,8429,Radha Madhav Enterprises ,Ajay Sharma,Modinagar,ENGINEERING COMPONENTS & SUPPLIES
4746,8430,National Fashion ,Subodh Kansal,Modinagar,HANDICRAFT &GIFTS
4747,8431,Guru Amardash Wire  ,Satwant Singh,Modinagar,ENGINEERING COMPONENTS & SUPPLIES
4748,8434,Vishnoi Handloom ,Manoj Vishnoi,Modinagar,TEXTILE & GARMENTS
4749,8435,Sugandh Capital Pvt. Ltd.(Orchid  Ford),Gaurav Aggarwal,Meerut,AUTOMOBILE & AUTO PARTS
4750,8437,Om Paper Link ,Gaurav Gupta,Modinagar,"PAPER, PRINTING & PUBLISHING"
,,,,,
4751,8438,Tech Mart ,Ashwani Sharma,Modinagar,BUILDING & CONSTRUCTION MATERIALS
4752,8442,Arihant Textiles ,Biresh Chand Jain,Modinagar,TEXTILE & GARMENTS
4753,8444,Shanti Coolers ,Dinesh Singhal,Modinagar,ENGINEERING COMPONENTS & SUPPLIES
4754,8445,Shobhit Handloom ,Ajay Gupta,Modinagar,TEXTILE & GARMENTS
4755,8447,Jaggi Brothers ,Kamaljeet Singh,Modinagar,SERVICE
4756,8451,Shri Plastic ,Rajesh Arora,Modinagar,PLASTIC & PLASTIC PRODUCTS
